Region,County,First Dose,Series Complete,Report as of
Mid-Hudson,Ulster,507,2,12/23/2020
Capital Region,Warren,281,0,12/23/2020
Capital Region,Washington,127,0,12/23/2020
Finger Lakes,Wayne,115,1,12/23/2020
Mid-Hudson,Westchester,3639,16,12/23/2020
Finger Lakes,Wyoming,69,0,12/23/2020
Finger Lakes,Yates,84,0,12/23/2020
Capital Region,Albany,2588,5,12/24/2020
Western New York,Allegany,146,0,12/24/2020
New York City,Bronx,2813,10,12/24/2020
Southern Tier,Broome,254,0,12/24/2020
Western New York,Cattaraugus,318,0,12/24/2020
Central New York,Cayuga,603,0,12/24/2020
Western New York,Chautauqua,359,1,12/24/2020
Southern Tier,Chemung,27,0,12/24/2020
Southern Tier,Chenango,113,0,12/24/2020
North Country,Clinton,444,1,12/24/2020
Capital Region,Columbia,183,0,12/24/2020
Central New York,Cortland,249,1,12/24/2020
Southern Tier,Delaware,186,1,12/24/2020
Mid-Hudson,Dutchess,1030,8,12/24/2020
Western New York,Erie,7154,5,12/24/2020
North Country,Essex,120,0,12/24/2020
North Country,Franklin,394,0,12/24/2020
Mohawk Valley,Fulton,184,0,12/24/2020
Finger Lakes,Genesee,89,0,12/24/2020
Capital Region,Greene,108,0,12/24/2020
North Country,Hamilton,8,0,12/24/2020
Mohawk Valley,Herkimer,204,0,12/24/2020
North Country,Jefferson,129,0,12/24/2020
New York City,Kings,7927,31,12/24/2020
North Country,Lewis,23,0,12/24/2020
Finger Lakes,Livingston,205,0,12/24/2020
Central New York,Madison,376,0,12/24/2020
Finger Lakes,Monroe,3784,6,12/24/2020
Mohawk Valley,Montgomery,267,0,12/24/2020
Long Island,Nassau,7365,15,12/24/2020
New York City,New York,10418,22,12/24/2020
Western New York,Niagara,942,1,12/24/2020
Mohawk Valley,Oneida,1370,2,12/24/2020
Central New York,Onondaga,2831,5,12/24/2020
Finger Lakes,Ontario,637,1,12/24/2020
Mid-Hudson,Orange,1580,12,12/24/2020
Finger Lakes,Orleans,46,0,12/24/2020
Central New York,Oswego,323,0,12/24/2020
Mohawk Valley,Otsego,354,1,12/24/2020
Mid-Hudson,Putnam,243,4,12/24/2020
New York City,Queens,6907,22,12/24/2020
Capital Region,Rensselaer,836,4,12/24/2020
New York City,Richmond,2503,5,12/24/2020
Mid-Hudson,Rockland,1316,3,12/24/2020
Capital Region,Saratoga,1523,3,12/24/2020
Capital Region,Schenectady,999,2,12/24/2020
Mohawk Valley,Schoharie,76,1,12/24/2020
Southern Tier,Schuyler,22,0,12/24/2020
Finger Lakes,Seneca,90,0,12/24/2020
North Country,St. Lawrence,1006,3,12/24/2020
Southern Tier,Steuben,219,0,12/24/2020
Long Island,Suffolk,5160,16,12/24/2020
Mid-Hudson,Sullivan,215,2,12/24/2020
Southern Tier,Tioga,40,0,12/24/2020
Southern Tier,Tompkins,294,0,12/24/2020
Mid-Hudson,Ulster,862,4,12/24/2020
Capital Region,Warren,366,1,12/24/2020
Capital Region,Washington,163,0,12/24/2020
Finger Lakes,Wayne,172,1,12/24/2020
Mid-Hudson,Westchester,4388,17,12/24/2020
Finger Lakes,Wyoming,79,0,12/24/2020
Finger Lakes,Yates,104,0,12/24/2020
Capital Region,Albany,2651,5,12/25/2020
Western New York,Allegany,160,1,12/25/2020
New York City,Bronx,3285,11,12/25/2020
Southern Tier,Broome,255,0,12/25/2020
Western New York,Cattaraugus,355,0,12/25/2020
Central New York,Cayuga,608,0,12/25/2020
Western New York,Chautauqua,361,1,12/25/2020
Southern Tier,Chemung,27,0,12/25/2020
Southern Tier,Chenango,113,0,12/25/2020
North Country,Clinton,479,1,12/25/2020
Capital Region,Columbia,183,0,12/25/2020
Central New York,Cortland,250,1,12/25/2020
Southern Tier,Delaware,189,1,12/25/2020
Mid-Hudson,Dutchess,1047,8,12/25/2020
Western New York,Erie,7162,5,12/25/2020
North Country,Essex,123,0,12/25/2020
North Country,Franklin,395,0,12/25/2020
Mohawk Valley,Fulton,184,0,12/25/2020
Finger Lakes,Genesee,92,0,12/25/2020
Capital Region,Greene,108,0,12/25/2020
North Country,Hamilton,9,0,12/25/2020
Mohawk Valley,Herkimer,204,0,12/25/2020
North Country,Jefferson,129,0,12/25/2020
New York City,Kings,8340,31,12/25/2020
North Country,Lewis,23,0,12/25/2020
Finger Lakes,Livingston,214,0,12/25/2020
Central New York,Madison,384,0,12/25/2020
Finger Lakes,Monroe,4058,6,12/25/2020
Mohawk Valley,Montgomery,268,0,12/25/2020
Long Island,Nassau,8092,18,12/25/2020
New York City,New York,10579,23,12/25/2020
Western New York,Niagara,944,1,12/25/2020
Mohawk Valley,Oneida,1372,2,12/25/2020
Central New York,Onondaga,2881,5,12/25/2020
Finger Lakes,Ontario,650,1,12/25/2020
Mid-Hudson,Orange,1602,12,12/25/2020
Finger Lakes,Orleans,48,0,12/25/2020
Central New York,Oswego,326,0,12/25/2020
Mohawk Valley,Otsego,356,1,12/25/2020
Mid-Hudson,Putnam,250,4,12/25/2020
New York City,Queens,7438,25,12/25/2020
Capital Region,Rensselaer,848,4,12/25/2020
New York City,Richmond,2541,5,12/25/2020
Mid-Hudson,Rockland,1339,3,12/25/2020
Capital Region,Saratoga,1546,3,12/25/2020
Capital Region,Schenectady,1014,2,12/25/2020
Mohawk Valley,Schoharie,77,1,12/25/2020
Southern Tier,Schuyler,22,0,12/25/2020
Finger Lakes,Seneca,90,0,12/25/2020
North Country,St. Lawrence,1006,3,12/25/2020
Southern Tier,Steuben,219,0,12/25/2020
Long Island,Suffolk,5572,18,12/25/2020
Mid-Hudson,Sullivan,248,2,12/25/2020
Southern Tier,Tioga,40,0,12/25/2020
Southern Tier,Tompkins,295,0,12/25/2020
Mid-Hudson,Ulster,869,4,12/25/2020
Capital Region,Warren,412,1,12/25/2020
Capital Region,Washington,194,0,12/25/2020
Finger Lakes,Wayne,174,1,12/25/2020
Mid-Hudson,Westchester,4585,17,12/25/2020
Finger Lakes,Wyoming,80,0,12/25/2020
Finger Lakes,Yates,104,0,12/25/2020
Capital Region,Albany,2821,5,12/26/2020
Western New York,Allegany,161,1,12/26/2020
New York City,Bronx,3506,12,12/26/2020
Southern Tier,Broome,360,1,12/26/2020
Western New York,Cattaraugus,355,0,12/26/2020
Central New York,Cayuga,611,0,12/26/2020
Western New York,Chautauqua,363,1,12/26/2020
Southern Tier,Chemung,28,0,12/26/2020
Southern Tier,Chenango,125,0,12/26/2020
North Country,Clinton,483,1,12/26/2020
Capital Region,Columbia,187,0,12/26/2020
Central New York,Cortland,252,1,12/26/2020
Southern Tier,Delaware,193,1,12/26/2020
Mid-Hudson,Dutchess,1092,8,12/26/2020
Western New York,Erie,7305,5,12/26/2020
North Country,Essex,137,0,12/26/2020
North Country,Franklin,452,0,12/26/2020
Mohawk Valley,Fulton,189,0,12/26/2020
Finger Lakes,Genesee,110,0,12/26/2020
Capital Region,Greene,117,0,12/26/2020
North Country,Hamilton,9,0,12/26/2020
Mohawk Valley,Herkimer,212,0,12/26/2020
North Country,Jefferson,134,0,12/26/2020
New York City,Kings,8730,32,12/26/2020
North Country,Lewis,24,0,12/26/2020
Finger Lakes,Livingston,253,0,12/26/2020
Central New York,Madison,484,0,12/26/2020
Finger Lakes,Monroe,4718,7,12/26/2020
Mohawk Valley,Montgomery,273,0,12/26/2020
Long Island,Nassau,8465,20,12/26/2020
New York City,New York,11485,29,12/26/2020
Western New York,Niagara,959,1,12/26/2020
Mohawk Valley,Oneida,1441,2,12/26/2020
Central New York,Onondaga,2993,5,12/26/2020
Finger Lakes,Ontario,681,1,12/26/2020
Mid-Hudson,Orange,1633,12,12/26/2020
Finger Lakes,Orleans,71,0,12/26/2020
Central New York,Oswego,332,0,12/26/2020
Mohawk Valley,Otsego,358,1,12/26/2020
Mid-Hudson,Putnam,260,4,12/26/2020
New York City,Queens,7904,31,12/26/2020
Capital Region,Rensselaer,945,4,12/26/2020
New York City,Richmond,2609,5,12/26/2020
Mid-Hudson,Rockland,1388,3,12/26/2020
Capital Region,Saratoga,1663,3,12/26/2020
Capital Region,Schenectady,1059,2,12/26/2020
Mohawk Valley,Schoharie,80,1,12/26/2020
Southern Tier,Schuyler,23,0,12/26/2020
Finger Lakes,Seneca,92,0,12/26/2020
North Country,St. Lawrence,1213,3,12/26/2020
Southern Tier,Steuben,250,0,12/26/2020
Long Island,Suffolk,5898,18,12/26/2020
Mid-Hudson,Sullivan,248,2,12/26/2020
Southern Tier,Tioga,42,0,12/26/2020
Southern Tier,Tompkins,301,0,12/26/2020
Mid-Hudson,Ulster,891,4,12/26/2020
Capital Region,Warren,424,1,12/26/2020
Capital Region,Washington,200,0,12/26/2020
Finger Lakes,Wayne,194,1,12/26/2020
Mid-Hudson,Westchester,4886,21,12/26/2020
Finger Lakes,Wyoming,82,0,12/26/2020
Finger Lakes,Yates,108,0,12/26/2020
Capital Region,Albany,3085,5,12/27/2020
Western New York,Allegany,164,1,12/27/2020
New York City,Bronx,3705,12,12/27/2020
Southern Tier,Broome,361,1,12/27/2020
Western New York,Cattaraugus,380,0,12/27/2020
Central New York,Cayuga,615,0,12/27/2020
Western New York,Chautauqua,366,1,12/27/2020
Southern Tier,Chemung,28,0,12/27/2020
Southern Tier,Chenango,125,0,12/27/2020
North Country,Clinton,663,1,12/27/2020
Capital Region,Columbia,193,0,12/27/2020
Central New York,Cortland,253,1,12/27/2020
Southern Tier,Delaware,193,1,12/27/2020
Mid-Hudson,Dutchess,1107,8,12/27/2020
Western New York,Erie,7457,5,12/27/2020
North Country,Essex,218,0,12/27/2020
North Country,Franklin,586,1,12/27/2020
Mohawk Valley,Fulton,205,0,12/27/2020
Finger Lakes,Genesee,120,0,12/27/2020
Capital Region,Greene,124,0,12/27/2020
North Country,Hamilton,11,0,12/27/2020
Mohawk Valley,Herkimer,214,0,12/27/2020
North Country,Jefferson,139,0,12/27/2020
New York City,Kings,9352,34,12/27/2020
North Country,Lewis,69,0,12/27/2020
Finger Lakes,Livingston,265,0,12/27/2020
Central New York,Madison,492,0,12/27/2020
Finger Lakes,Monroe,5156,7,12/27/2020
Mohawk Valley,Montgomery,279,0,12/27/2020
Long Island,Nassau,8796,21,12/27/2020
New York City,New York,12195,30,12/27/2020
Western New York,Niagara,1153,1,12/27/2020
Mohawk Valley,Oneida,1467,2,12/27/2020
Central New York,Onondaga,3083,5,12/27/2020
Finger Lakes,Ontario,717,1,12/27/2020
Mid-Hudson,Orange,1661,13,12/27/2020
Finger Lakes,Orleans,77,0,12/27/2020
Central New York,Oswego,341,0,12/27/2020
Mohawk Valley,Otsego,358,1,12/27/2020
Mid-Hudson,Putnam,269,4,12/27/2020
New York City,Queens,8475,36,12/27/2020
Capital Region,Rensselaer,1081,6,12/27/2020
New York City,Richmond,2729,6,12/27/2020
Mid-Hudson,Rockland,1445,4,12/27/2020
Capital Region,Saratoga,1833,4,12/27/2020
Capital Region,Schenectady,1220,3,12/27/2020
Mohawk Valley,Schoharie,83,1,12/27/2020
Southern Tier,Schuyler,23,0,12/27/2020
Finger Lakes,Seneca,93,0,12/27/2020
North Country,St. Lawrence,1235,4,12/27/2020
Southern Tier,Steuben,254,0,12/27/2020
Long Island,Suffolk,6227,21,12/27/2020
Mid-Hudson,Sullivan,250,2,12/27/2020
Southern Tier,Tioga,42,0,12/27/2020
Southern Tier,Tompkins,304,0,12/27/2020
Mid-Hudson,Ulster,911,4,12/27/2020
Capital Region,Warren,558,1,12/27/2020
Capital Region,Washington,269,0,12/27/2020
Finger Lakes,Wayne,206,1,12/27/2020
Mid-Hudson,Westchester,5165,22,12/27/2020
Finger Lakes,Wyoming,87,0,12/27/2020
Finger Lakes,Yates,112,0,12/27/2020
Capital Region,Albany,3622,6,12/28/2020
Western New York,Allegany,229,1,12/28/2020
New York City,Bronx,4347,16,12/28/2020
Southern Tier,Broome,400,1,12/28/2020
Western New York,Cattaraugus,459,1,12/28/2020
Central New York,Cayuga,654,0,12/28/2020
Western New York,Chautauqua,456,2,12/28/2020
Southern Tier,Chemung,47,0,12/28/2020
Southern Tier,Chenango,176,0,12/28/2020
North Country,Clinton,823,1,12/28/2020
Capital Region,Columbia,216,0,12/28/2020
Central New York,Cortland,268,1,12/28/2020
Southern Tier,Delaware,228,1,12/28/2020
Mid-Hudson,Dutchess,1217,9,12/28/2020
Western New York,Erie,8594,7,12/28/2020
North Country,Essex,255,0,12/28/2020
North Country,Franklin,726,1,12/28/2020
Mohawk Valley,Fulton,256,0,12/28/2020
Finger Lakes,Genesee,136,0,12/28/2020
Capital Region,Greene,146,0,12/28/2020
North Country,Hamilton,16,0,12/28/2020
Mohawk Valley,Herkimer,269,0,12/28/2020
North Country,Jefferson,167,1,12/28/2020
New York City,Kings,10514,39,12/28/2020
North Country,Lewis,140,0,12/28/2020
Finger Lakes,Livingston,323,0,12/28/2020
Central New York,Madison,645,1,12/28/2020
Finger Lakes,Monroe,6097,8,12/28/2020
Mohawk Valley,Montgomery,377,0,12/28/2020
Long Island,Nassau,10074,30,12/28/2020
New York City,New York,13751,43,12/28/2020
Western New York,Niagara,1298,1,12/28/2020
Mohawk Valley,Oneida,1752,3,12/28/2020
Central New York,Onondaga,3804,6,12/28/2020
Finger Lakes,Ontario,996,1,12/28/2020
Mid-Hudson,Orange,1740,14,12/28/2020
Finger Lakes,Orleans,101,0,12/28/2020
Central New York,Oswego,483,1,12/28/2020
Mohawk Valley,Otsego,614,1,12/28/2020
Mid-Hudson,Putnam,306,4,12/28/2020
New York City,Queens,9814,40,12/28/2020
Capital Region,Rensselaer,1366,8,12/28/2020
New York City,Richmond,2972,7,12/28/2020
Mid-Hudson,Rockland,1557,4,12/28/2020
Capital Region,Saratoga,2183,6,12/28/2020
Capital Region,Schenectady,1432,3,12/28/2020
Mohawk Valley,Schoharie,97,1,12/28/2020
Southern Tier,Schuyler,45,0,12/28/2020
Finger Lakes,Seneca,128,0,12/28/2020
North Country,St. Lawrence,1433,4,12/28/2020
Southern Tier,Steuben,289,0,12/28/2020
Long Island,Suffolk,7556,24,12/28/2020
Mid-Hudson,Sullivan,272,2,12/28/2020
Southern Tier,Tioga,55,0,12/28/2020
Southern Tier,Tompkins,493,0,12/28/2020
Mid-Hudson,Ulster,1054,4,12/28/2020
Capital Region,Warren,685,1,12/28/2020
Capital Region,Washington,320,0,12/28/2020
Finger Lakes,Wayne,291,1,12/28/2020
Mid-Hudson,Westchester,5793,26,12/28/2020
Finger Lakes,Wyoming,97,0,12/28/2020
Finger Lakes,Yates,144,0,12/28/2020
Capital Region,Albany,4145,8,12/29/2020
Western New York,Allegany,279,1,12/29/2020
New York City,Bronx,5313,18,12/29/2020
Southern Tier,Broome,508,1,12/29/2020
Western New York,Cattaraugus,542,2,12/29/2020
Central New York,Cayuga,889,1,12/29/2020
Western New York,Chautauqua,531,2,12/29/2020
Southern Tier,Chemung,103,0,12/29/2020
Southern Tier,Chenango,247,1,12/29/2020
North Country,Clinton,1180,1,12/29/2020
Capital Region,Columbia,239,1,12/29/2020
Central New York,Cortland,378,1,12/29/2020
Southern Tier,Delaware,255,1,12/29/2020
Mid-Hudson,Dutchess,1369,10,12/29/2020
Western New York,Erie,9905,8,12/29/2020
North Country,Essex,334,0,12/29/2020
North Country,Franklin,952,3,12/29/2020
Mohawk Valley,Fulton,319,0,12/29/2020
Finger Lakes,Genesee,149,0,12/29/2020
Capital Region,Greene,161,0,12/29/2020
North Country,Hamilton,33,0,12/29/2020
Mohawk Valley,Herkimer,349,0,12/29/2020
North Country,Jefferson,256,1,12/29/2020
New York City,Kings,12301,41,12/29/2020
North Country,Lewis,207,0,12/29/2020
Finger Lakes,Livingston,431,1,12/29/2020
Central New York,Madison,785,1,12/29/2020
Finger Lakes,Monroe,6820,12,12/29/2020
Mohawk Valley,Montgomery,470,0,12/29/2020
Long Island,Nassau,11907,36,12/29/2020
New York City,New York,16336,54,12/29/2020
Western New York,Niagara,1636,1,12/29/2020
Mohawk Valley,Oneida,2072,4,12/29/2020
Central New York,Onondaga,4348,7,12/29/2020
Finger Lakes,Ontario,1205,1,12/29/2020
Mid-Hudson,Orange,1936,15,12/29/2020
Finger Lakes,Orleans,150,0,12/29/2020
Central New York,Oswego,652,1,12/29/2020
Mohawk Valley,Otsego,724,1,12/29/2020
Mid-Hudson,Putnam,371,4,12/29/2020
New York City,Queens,11876,48,12/29/2020
Capital Region,Rensselaer,1674,9,12/29/2020
New York City,Richmond,3753,8,12/29/2020
Mid-Hudson,Rockland,1866,6,12/29/2020
Capital Region,Saratoga,2442,6,12/29/2020
Capital Region,Schenectady,1629,4,12/29/2020
Mohawk Valley,Schoharie,192,1,12/29/2020
Southern Tier,Schuyler,71,1,12/29/2020
Finger Lakes,Seneca,160,0,12/29/2020
North Country,St. Lawrence,1648,4,12/29/2020
Southern Tier,Steuben,396,0,12/29/2020
Long Island,Suffolk,8713,27,12/29/2020
Mid-Hudson,Sullivan,310,2,12/29/2020
Southern Tier,Tioga,94,0,12/29/2020
Southern Tier,Tompkins,806,0,12/29/2020
Mid-Hudson,Ulster,1215,5,12/29/2020
Capital Region,Warren,846,1,12/29/2020
Capital Region,Washington,402,0,12/29/2020
Finger Lakes,Wayne,375,1,12/29/2020
Mid-Hudson,Westchester,6866,29,12/29/2020
Finger Lakes,Wyoming,106,0,12/29/2020
Finger Lakes,Yates,180,0,12/29/2020
Capital Region,Albany,5078,9,12/30/2020
Western New York,Allegany,307,1,12/30/2020
New York City,Bronx,6466,23,12/30/2020
Southern Tier,Broome,1385,2,12/30/2020
Western New York,Cattaraugus,602,3,12/30/2020
Central New York,Cayuga,1081,1,12/30/2020
Western New York,Chautauqua,776,2,12/30/2020
Southern Tier,Chemung,256,0,12/30/2020
Southern Tier,Chenango,330,1,12/30/2020
North Country,Clinton,1442,2,12/30/2020
Capital Region,Columbia,262,1,12/30/2020
Central New York,Cortland,444,1,12/30/2020
Southern Tier,Delaware,363,1,12/30/2020
Mid-Hudson,Dutchess,1806,17,12/30/2020
Western New York,Erie,11681,9,12/30/2020
North Country,Essex,432,0,12/30/2020
North Country,Franklin,1198,4,12/30/2020
Mohawk Valley,Fulton,407,0,12/30/2020
Finger Lakes,Genesee,187,0,12/30/2020
Capital Region,Greene,200,0,12/30/2020
North Country,Hamilton,48,0,12/30/2020
Mohawk Valley,Herkimer,616,0,12/30/2020
North Country,Jefferson,347,1,12/30/2020
New York City,Kings,13646,46,12/30/2020
North Country,Lewis,281,1,12/30/2020
Finger Lakes,Livingston,571,1,12/30/2020
Central New York,Madison,1029,2,12/30/2020
Finger Lakes,Monroe,8715,15,12/30/2020
Mohawk Valley,Montgomery,589,1,12/30/2020
Long Island,Nassau,13619,40,12/30/2020
New York City,New York,18336,59,12/30/2020
Western New York,Niagara,2118,1,12/30/2020
Mohawk Valley,Oneida,2401,4,12/30/2020
Central New York,Onondaga,5838,11,12/30/2020
Finger Lakes,Ontario,1576,1,12/30/2020
Mid-Hudson,Orange,2383,16,12/30/2020
Finger Lakes,Orleans,174,0,12/30/2020
Central New York,Oswego,1006,1,12/30/2020
Mohawk Valley,Otsego,791,1,12/30/2020
Mid-Hudson,Putnam,442,5,12/30/2020
New York City,Queens,13477,55,12/30/2020
Capital Region,Rensselaer,2064,12,12/30/2020
New York City,Richmond,4370,9,12/30/2020
Mid-Hudson,Rockland,2203,10,12/30/2020
Capital Region,Saratoga,3011,6,12/30/2020
Capital Region,Schenectady,2060,6,12/30/2020
Mohawk Valley,Schoharie,259,1,12/30/2020
Southern Tier,Schuyler,152,1,12/30/2020
Finger Lakes,Seneca,200,0,12/30/2020
North Country,St. Lawrence,1828,4,12/30/2020
Southern Tier,Steuben,534,1,12/30/2020
Long Island,Suffolk,11414,36,12/30/2020
Mid-Hudson,Sullivan,854,4,12/30/2020
Southern Tier,Tioga,182,1,12/30/2020
Southern Tier,Tompkins,960,0,12/30/2020
Mid-Hudson,Ulster,1467,9,12/30/2020
Capital Region,Warren,1018,1,12/30/2020
Capital Region,Washington,496,0,12/30/2020
Finger Lakes,Wayne,632,1,12/30/2020
Mid-Hudson,Westchester,7998,32,12/30/2020
Finger Lakes,Wyoming,125,0,12/30/2020
Finger Lakes,Yates,207,0,12/30/2020
Capital Region,Albany,5675,11,12/31/2020
Western New York,Allegany,323,1,12/31/2020
New York City,Bronx,7687,24,12/31/2020
Southern Tier,Broome,1857,2,12/31/2020
Western New York,Cattaraugus,652,3,12/31/2020
Central New York,Cayuga,1432,1,12/31/2020
Western New York,Chautauqua,1008,3,12/31/2020
Southern Tier,Chemung,586,0,12/31/2020
Southern Tier,Chenango,400,1,12/31/2020
North Country,Clinton,1668,2,12/31/2020
Capital Region,Columbia,293,1,12/31/2020
Central New York,Cortland,589,1,12/31/2020
Southern Tier,Delaware,416,1,12/31/2020
Mid-Hudson,Dutchess,2042,20,12/31/2020
Western New York,Erie,13600,13,12/31/2020
North Country,Essex,501,1,12/31/2020
North Country,Franklin,1439,6,12/31/2020
Mohawk Valley,Fulton,538,1,12/31/2020
Finger Lakes,Genesee,240,0,12/31/2020
Capital Region,Greene,222,0,12/31/2020
North Country,Hamilton,52,0,12/31/2020
Mohawk Valley,Herkimer,760,2,12/31/2020
North Country,Jefferson,1851,1,12/31/2020
New York City,Kings,14780,52,12/31/2020
North Country,Lewis,422,1,12/31/2020
Finger Lakes,Livingston,662,1,12/31/2020
Central New York,Madison,1152,2,12/31/2020
Finger Lakes,Monroe,10069,18,12/31/2020
Mohawk Valley,Montgomery,815,1,12/31/2020
Long Island,Nassau,15315,47,12/31/2020
New York City,New York,19923,66,12/31/2020
Western New York,Niagara,2357,1,12/31/2020
Mohawk Valley,Oneida,2875,5,12/31/2020
Central New York,Onondaga,7104,15,12/31/2020
Finger Lakes,Ontario,1894,1,12/31/2020
Mid-Hudson,Orange,2928,18,12/31/2020
Finger Lakes,Orleans,354,0,12/31/2020
Central New York,Oswego,1585,1,12/31/2020
Mohawk Valley,Otsego,956,2,12/31/2020
Mid-Hudson,Putnam,520,5,12/31/2020
New York City,Queens,15609,64,12/31/2020
Capital Region,Rensselaer,2328,14,12/31/2020
New York City,Richmond,4761,10,12/31/2020
Mid-Hudson,Rockland,2495,11,12/31/2020
Capital Region,Saratoga,3328,8,12/31/2020
Capital Region,Schenectady,2386,7,12/31/2020
Mohawk Valley,Schoharie,306,2,12/31/2020
Southern Tier,Schuyler,231,1,12/31/2020
Finger Lakes,Seneca,248,0,12/31/2020
North Country,St. Lawrence,2138,4,12/31/2020
Southern Tier,Steuben,646,5,12/31/2020
Long Island,Suffolk,14165,55,12/31/2020
Mid-Hudson,Sullivan,1004,4,12/31/2020
Southern Tier,Tioga,267,1,12/31/2020
Southern Tier,Tompkins,1172,0,12/31/2020
Mid-Hudson,Ulster,1688,11,12/31/2020
Capital Region,Warren,1106,1,12/31/2020
Capital Region,Washington,568,0,12/31/2020
Finger Lakes,Wayne,1003,1,12/31/2020
Mid-Hudson,Westchester,9290,39,12/31/2020
Finger Lakes,Wyoming,253,0,12/31/2020
Finger Lakes,Yates,243,0,12/31/2020
Capital Region,Albany,5791,11,01/01/2021
Western New York,Allegany,329,1,01/01/2021
New York City,Bronx,8012,25,01/01/2021
Southern Tier,Broome,1859,2,01/01/2021
Western New York,Cattaraugus,669,3,01/01/2021
Central New York,Cayuga,1438,1,01/01/2021
Western New York,Chautauqua,1012,3,01/01/2021
Southern Tier,Chemung,587,0,01/01/2021
Southern Tier,Chenango,400,1,01/01/2021
North Country,Clinton,1704,2,01/01/2021
Capital Region,Columbia,303,1,01/01/2021
Central New York,Cortland,593,1,01/01/2021
Southern Tier,Delaware,416,1,01/01/2021
Mid-Hudson,Dutchess,2456,22,01/01/2021
Western New York,Erie,13998,13,01/01/2021
North Country,Essex,503,1,01/01/2021
North Country,Franklin,1496,6,01/01/2021
Mohawk Valley,Fulton,539,1,01/01/2021
Finger Lakes,Genesee,265,0,01/01/2021
Capital Region,Greene,228,0,01/01/2021
North Country,Hamilton,52,0,01/01/2021
Mohawk Valley,Herkimer,762,2,01/01/2021
North Country,Jefferson,1853,1,01/01/2021
New York City,Kings,15616,56,01/01/2021
North Country,Lewis,422,1,01/01/2021
Finger Lakes,Livingston,732,1,01/01/2021
Central New York,Madison,1172,2,01/01/2021
Finger Lakes,Monroe,10933,19,01/01/2021
Mohawk Valley,Montgomery,817,1,01/01/2021
Long Island,Nassau,15973,49,01/01/2021
New York City,New York,20129,68,01/01/2021
