,algorithm,dataset,random_state,training time (s),model_size,mse_test,mae_test,r2_test,training time (hr),r2_zero_test,friedman_dataset,algorithm_count,rmse_test,log_mse_test,name,nsamples,nfeatures,npoints,Group
115,*ITEA,1096_FacultySalaries,13879.5,1057.7274409532547,88.5,3.8289908190669992,1.5401092494393498,0.7603243009315988,0.2938131780425708,0.7603243009315988,False,21.0,1.9567807284075034,1.5746375056816868,1096_FacultySalaries,50,5,250,black-box
116,KernelRidge,1096_FacultySalaries,13879.5,0.8221777677536011,37.0,4.43946350111549,1.6652136334353111,0.735391401133269,0.0002283827132648892,0.735391401133269,False,21.0,2.107003441173149,1.693680434885993,1096_FacultySalaries,50,5,250,black-box
117,LGBM,1096_FacultySalaries,13879.5,8.037399649620056,1.0,16.0534935816676,3.154511186054566,-0.0629583773016903,0.002232611013783349,0.0,False,21.0,4.006681118041165,2.8363550848905397,1096_FacultySalaries,50,5,250,black-box
118,Linear,1096_FacultySalaries,13879.5,0.15493762493133545,4.0,3.643894870805764,1.5257749568914503,0.7771095748436774,4.3038229147593184e-05,0.7771095748436774,False,21.0,1.9088988634303714,1.5355534259406856,1096_FacultySalaries,50,5,250,black-box
119,MLP,1096_FacultySalaries,13879.5,9.325369119644165,1202.0,5.390693466088336,1.7366472285862475,0.6618701403163922,0.002590380311012268,0.6618701403163922,False,21.0,2.321786696940168,1.8548427861456758,1096_FacultySalaries,50,5,250,black-box
120,*MRGP,1096_FacultySalaries,13879.5,27405.115716934204,1146.5,3.4658283516560346,0.7586162337750673,0.8010970090350125,7.612532143592834,0.8010970090350125,False,21.0,1.861673535197843,1.4964547182091312,1096_FacultySalaries,50,5,250,black-box
121,*Operon,1096_FacultySalaries,13879.5,172.1914061307907,47.0,0.963591377803823,0.350130814772385,0.9522184010805579,0.04783094614744186,0.9522184010805579,False,21.0,0.981626903565618,0.6747751321775665,1096_FacultySalaries,50,5,250,black-box
122,RandomForest,1096_FacultySalaries,13879.5,73.64471960067749,4727.0,4.8503273611444495,1.7741012401580893,0.6626086624042459,0.020456866555743747,0.6626086624042459,False,21.0,2.202345876819636,1.7664976188481005,1096_FacultySalaries,50,5,250,black-box
123,*SBP-GP,1096_FacultySalaries,13879.5,36604.434606432915,382.0,4.031202063959413,1.6064653330895986,0.7533840234198663,10.16789850178692,0.7533840234198663,False,21.0,2.007785363020513,1.6156589344791072,1096_FacultySalaries,50,5,250,black-box
124,XGB,1096_FacultySalaries,13879.5,132.8569176197052,1375.0,5.1786247546507,1.663727100078877,0.7094950564848557,0.036904699338807,0.7094950564848557,False,21.0,2.275659191234641,1.8210957150958478,1096_FacultySalaries,50,5,250,black-box
125,*gplearn,1096_FacultySalaries,13879.5,26574.75891327858,3.5,5.347557736036338,1.6022109886745595,0.7602470571655392,7.381877475910716,0.7602470571655392,False,21.0,2.3124786995854336,1.8480701304255676,1096_FacultySalaries,50,5,250,black-box
126,*AFP,1191_BNG_pbc,13879.5,31351.940474390984,43.5,852438.3655505846,734.6280131609253,0.29991429207259157,8.708872353997496,0.29991429207259157,False,20.0,923.2758881020259,13.655857360156414,1191_BNG_pbc,1000000,19,19000000,black-box
127,*AFP_FE,1191_BNG_pbc,13879.5,31588.954798340797,38.5,862359.7697278822,739.9649377875687,0.29390041139315837,8.774709666205776,0.29390041139315837,False,20.0,928.6332805407537,13.667428988454553,1191_BNG_pbc,1000000,19,19000000,black-box
128,AdaBoost,1191_BNG_pbc,13879.5,227.60163187980652,1500.0,879666.0854180591,751.645857832975,0.276298256534049,0.06322267552216848,0.276298256534049,False,20.0,937.9051580080254,13.687298802851409,1191_BNG_pbc,1000000,19,19000000,black-box
129,*BSR,1191_BNG_pbc,13879.5,7200.066244125366,10.5,1118908.1872612329,869.0485847404507,0.08317634433312016,2.000018401145935,0.08317634433312016,False,20.0,1057.784565618743,13.927864828738269,1191_BNG_pbc,1000000,19,19000000,black-box
130,*DSR,1191_BNG_pbc,13879.5,34618.70483028889,6.0,979743.1051394152,794.8877408597901,0.1982659186754967,9.616306897302469,0.1982659186754967,False,20.0,989.8197336583138,13.795046699345043,1191_BNG_pbc,1000000,19,19000000,black-box
131,*EPLEX,1191_BNG_pbc,13879.5,69405.83349943161,44.0,868704.6474903257,740.8051245035008,0.2875212523824345,19.279398194286557,0.2875212523824345,False,20.0,932.0432648167819,13.674759621309331,1191_BNG_pbc,1000000,19,19000000,black-box
132,*FEAT,1191_BNG_pbc,13879.5,9305.539798498154,39.5,848170.3489491006,732.2400777936821,0.3033790136414861,2.584872166249487,0.3033790136414861,False,20.0,920.9616435819141,13.650837956802151,1191_BNG_pbc,1000000,19,19000000,black-box
133,*FFX,1191_BNG_pbc,13879.5,472.81668984889984,2457.0,1593707.9683181627,718.4818083778773,-0.3062526374551231,0.13133796940247217,0.0,False,20.0,1262.4214701589017,14.28157454218846,1191_BNG_pbc,1000000,19,19000000,black-box
134,*GP-GOMEA,1191_BNG_pbc,13879.5,9939.660043358803,25.0,824653.1639363379,718.2862859780981,0.3227987293049005,2.761016678710779,0.3227987293049005,False,20.0,908.1041591889875,13.622719382201256,1191_BNG_pbc,1000000,19,19000000,black-box
135,*ITEA,1191_BNG_pbc,13879.5,72826.80443739891,256.0,796873.1583863723,700.2893837620975,0.34626342477052624,20.229667899277473,0.34626342477052624,False,20.0,892.6775220573061,13.58845205118578,1191_BNG_pbc,1000000,19,19000000,black-box
136,KernelRidge,1191_BNG_pbc,13879.5,384.3521761894226,10000.0,784585.7571320368,691.2447992300135,0.35563655287291074,0.10676449338595073,0.35563655287291074,False,20.0,885.768455710654,13.572912434119145,1191_BNG_pbc,1000000,19,19000000,black-box
137,LGBM,1191_BNG_pbc,13879.5,106.74414932727814,7750.0,767208.6220581406,684.975980526202,0.36988874552390466,0.029651152590910595,0.36988874552390466,False,20.0,875.904459435012,13.550515344258615,1191_BNG_pbc,1000000,19,19000000,black-box
138,Linear,1191_BNG_pbc,13879.5,0.540876030921936,18.0,841951.8617295709,729.0303906817817,0.3088324241524259,0.00015024334192276,0.3088324241524259,False,20.0,917.5793490099758,13.643479307963222,1191_BNG_pbc,1000000,19,19000000,black-box
139,MLP,1191_BNG_pbc,13879.5,116.25519871711731,4002.0,794469.36759896,696.2430452463311,0.346338388414935,0.03229311075475481,0.346338388414935,False,20.0,891.3301114620554,13.585430967345753,1191_BNG_pbc,1000000,19,19000000,black-box
140,*MRGP,1191_BNG_pbc,13879.5,315882.1971336603,29346.5,890892.4423117689,727.3517086151386,0.2673807330584357,87.7450547593501,0.2673807330584357,False,20.0,943.8709881714602,13.699980105936072,1191_BNG_pbc,1000000,19,19000000,black-box
141,*Operon,1191_BNG_pbc,13879.5,16127.033860206604,95.0,799191.4818144756,701.5292311429067,0.3427196082496246,4.479731627835168,0.3427196082496246,False,20.0,893.9751013392239,13.59135709913319,1191_BNG_pbc,1000000,19,19000000,black-box
142,RandomForest,1191_BNG_pbc,13879.5,311.83451628685,12589322.0,759170.6531315775,678.7505517755691,0.3766525906304379,0.08662069896856944,0.3766525906304379,False,20.0,871.3039958198158,13.539983187766737,1191_BNG_pbc,1000000,19,19000000,black-box
143,*SBP-GP,1191_BNG_pbc,13879.5,296360.9857902527,566.0,794913.0867840666,700.3711147662918,0.3483772293712318,82.32249605284797,0.3483772293712318,False,20.0,891.5789851628775,13.585989320858536,1191_BNG_pbc,1000000,19,19000000,black-box
144,XGB,1191_BNG_pbc,13879.5,592.7162640094757,52144.0,749120.9151330328,671.3599685827548,0.38482222284729956,0.1646434066692988,0.38482222284729956,False,20.0,865.5177150890863,13.526657019791765,1191_BNG_pbc,1000000,19,19000000,black-box
145,*gplearn,1191_BNG_pbc,13879.5,28864.287083745003,18.5,922315.5857090636,753.0515101830262,0.24231202574287636,8.017857523262501,0.24231202574287636,False,20.0,960.3726285713601,13.734643812049285,1191_BNG_pbc,1000000,19,19000000,black-box
146,*AFP,1193_BNG_lowbwt,13879.5,34142.5977332592,45.0,230288.06859099737,389.71523883551754,0.5629429165170033,9.484054925905333,0.5629429165170033,False,21.0,479.88339061796813,12.347090618729116,1193_BNG_lowbwt,31104,10,311040,black-box
147,*AFP_FE,1193_BNG_lowbwt,13879.5,30926.46115875244,33.0,234344.5795296643,390.56791465390484,0.5531027456217128,8.590683655209013,0.5531027456217128,False,21.0,484.09149912972475,12.364552140487497,1193_BNG_lowbwt,31104,10,311040,black-box
148,*AIFeynman,1193_BNG_lowbwt,13879.5,9663.787147641182,11.5,519022.7141581185,584.0663811066314,0.006179749991218841,2.684385318789217,0.006179749991218841,False,21.0,720.4323106011547,13.159704853123673,1193_BNG_lowbwt,31104,10,311040,black-box
149,AdaBoost,1193_BNG_lowbwt,13879.5,47.698270201683044,1500.0,222699.00562917243,381.6619163996324,0.5752972678546496,0.013249519500467512,0.5752972678546496,False,21.0,471.9099550011341,12.313580878522389,1193_BNG_lowbwt,31104,10,311040,black-box
150,*BSR,1193_BNG_lowbwt,13879.5,171551.41792547703,24.0,235901.34332040147,394.1156731387588,0.5506791621361089,47.65317164596584,0.5506791621361089,False,21.0,485.696760664925,12.371173198879289,1193_BNG_lowbwt,31104,10,311040,black-box
151,*DSR,1193_BNG_lowbwt,13879.5,32281.21497285366,12.0,242418.59469903802,398.740020254386,0.5376740084882865,8.967004159126017,0.5376740084882865,False,21.0,492.36022859186954,12.398425366127379,1193_BNG_lowbwt,31104,10,311040,black-box
152,*EPLEX,1193_BNG_lowbwt,13879.5,73867.75046598911,55.0,224570.68558525838,384.1791667005459,0.5693399310510723,20.518819573885864,0.5693399310510723,False,21.0,473.8888958239667,12.32195024737894,1193_BNG_lowbwt,31104,10,311040,black-box
153,*FEAT,1193_BNG_lowbwt,13879.5,5346.984451532364,25.0,223871.51405285747,384.1814509241924,0.5704467848109773,1.48527345875899,0.5704467848109773,False,21.0,473.15062512149075,12.31883203512652,1193_BNG_lowbwt,31104,10,311040,black-box
154,*FFX,1193_BNG_lowbwt,13879.5,296.5088653564453,1478.5,218978.70778907774,372.76305610758186,0.5887929196475896,0.0823635737101237,0.5887929196475896,False,21.0,467.95160838389876,12.296734346008213,1193_BNG_lowbwt,31104,10,311040,black-box
155,*GP-GOMEA,1193_BNG_lowbwt,13879.5,12350.140776991844,54.5,217747.52734826718,377.59255908562636,0.5845906152128848,3.4305946602755126,0.5845906152128848,False,21.0,466.634254366594,12.291096131652923,1193_BNG_lowbwt,31104,10,311040,black-box
156,*ITEA,1193_BNG_lowbwt,13879.5,60347.07055878639,159.0,212055.2758915674,370.1761629877482,0.5952515929205632,16.76307515521844,0.5952515929205632,False,21.0,460.49459919913005,12.26460697074663,1193_BNG_lowbwt,31104,10,311040,black-box
157,KernelRidge,1193_BNG_lowbwt,13879.5,253.33226799964905,10000.0,213383.76154754288,370.9967377908787,0.5932682857483782,0.07037007444434695,0.5932682857483782,False,21.0,461.9348022692628,12.270852207369208,1193_BNG_lowbwt,31104,10,311040,black-box
158,LGBM,1193_BNG_lowbwt,13879.5,78.50290942192078,11467.0,206141.92195367173,360.5751029711581,0.6053944286608086,0.021806363728311327,0.6053944286608086,False,21.0,454.0285475095941,12.236325003098221,1193_BNG_lowbwt,31104,10,311040,black-box
159,Linear,1193_BNG_lowbwt,13879.5,0.41591501235961914,9.0,225448.08663218783,386.43799984029096,0.568240466236242,0.00011553194787767199,0.568240466236242,False,21.0,474.81373888314124,12.325849632531146,1193_BNG_lowbwt,31104,10,311040,black-box
160,MLP,1193_BNG_lowbwt,13879.5,131.18564462661743,2202.0,215054.17502345121,370.8516954099975,0.5904731915830861,0.03644045684072707,0.5904731915830861,False,21.0,463.73933952539676,12.278649902202515,1193_BNG_lowbwt,31104,10,311040,black-box
161,*MRGP,1193_BNG_lowbwt,15795.0,8249.236733913422,35099.0,245000.38834911888,382.8525210890231,0.537206323585543,2.291454648309284,0.537206323585543,False,21.0,494.9751391222784,12.409019156241905,1193_BNG_lowbwt,31104,10,311040,black-box
162,*Operon,1193_BNG_lowbwt,13879.5,17160.015640378,90.0,211839.659987962,369.07487616126923,0.5965022148046779,4.766671011216111,0.5965022148046779,False,21.0,460.26042626752303,12.263589667228013,1193_BNG_lowbwt,31104,10,311040,black-box
163,RandomForest,1193_BNG_lowbwt,13879.5,194.09347569942474,11073444.0,227638.27019899944,375.88016184669857,0.565255655046514,0.05391485436095132,0.565255655046514,False,21.0,477.1145252442011,12.335517506768323,1193_BNG_lowbwt,31104,10,311040,black-box
164,*SBP-GP,1193_BNG_lowbwt,13879.5,293149.044195652,427.5,209891.4017739775,366.4273668909909,0.6009533044872148,81.43029005434778,0.6009533044872148,False,21.0,458.13906379392876,12.25435030588709,1193_BNG_lowbwt,31104,10,311040,black-box
165,XGB,1193_BNG_lowbwt,13879.5,343.1718510389328,36277.0,205895.5159195147,360.59974889794495,0.605620525682625,0.09532551417748134,0.605620525682625,False,21.0,453.757111150354,12.235128971646462,1193_BNG_lowbwt,31104,10,311040,black-box
166,*gplearn,1193_BNG_lowbwt,13879.5,27455.449647903442,8.0,242062.45190916624,393.2439590609254,0.5386244245808276,7.62651379108429,0.5386244245808276,False,21.0,491.99842673444215,12.396955168742704,1193_BNG_lowbwt,31104,10,311040,black-box
167,*AFP,1196_BNG_pharynx,13879.5,29258.49059522152,44.5,100495.04628912502,238.62203501017,0.42285863366626725,8.127358498672644,0.42285863366626725,False,21.0,317.0095365901869,11.517873665300698,1196_BNG_pharynx,1000000,11,11000000,black-box
168,*AFP_FE,1196_BNG_pharynx,13879.5,30781.33890938759,45.0,98975.69589944865,235.18975027338703,0.4330703117045879,8.55037191927433,0.4330703117045879,False,21.0,314.60403032931515,11.502639706451921,1196_BNG_pharynx,1000000,11,11000000,black-box
169,*AIFeynman,1196_BNG_pharynx,13879.5,255257.98937392235,7.0,275807.1725521038,469.0659320522016,-0.5804370315073692,70.90499704831177,0.0,False,21.0,525.1734690101013,12.52746087607093,1196_BNG_pharynx,1000000,11,11000000,black-box
170,AdaBoost,1196_BNG_pharynx,13879.5,41.07194638252258,1500.0,96111.03042628014,234.45005642803994,0.45017284081445225,0.011408873995145162,0.45017284081445225,False,21.0,310.01779049964233,11.473269773660977,1196_BNG_pharynx,1000000,11,11000000,black-box
171,*BSR,1196_BNG_pharynx,13879.5,165784.51647543907,13.5,107576.65171755316,250.9255640406495,0.385633942812423,46.05125457651086,0.385633942812423,False,21.0,327.9887981586462,11.58596820734539,1196_BNG_pharynx,1000000,11,11000000,black-box
172,*DSR,1196_BNG_pharynx,13879.5,36093.1523052454,8.0,105429.28458418103,246.32372291199857,0.395815923279712,10.025875640345944,0.395815923279712,False,21.0,324.6987597515288,11.565805203838726,1196_BNG_pharynx,1000000,11,11000000,black-box
173,*EPLEX,1196_BNG_pharynx,13879.5,75854.23674249649,49.5,99253.17387947832,235.70837346038945,0.43319932030269936,21.070621317360136,0.43319932030269936,False,21.0,315.04471726959383,11.505439251866477,1196_BNG_pharynx,1000000,11,11000000,black-box
174,*FEAT,1196_BNG_pharynx,13879.5,6128.156663298607,25.0,100222.44018448793,241.62131360843796,0.42447183688535794,1.7022657398051686,0.42447183688535794,False,21.0,316.5792794616981,11.51515737425154,1196_BNG_pharynx,1000000,11,11000000,black-box
175,*FFX,1196_BNG_pharynx,13879.5,287.1752953529358,1625.5,89031.3842851992,221.4888527382767,0.49085182809534156,0.07977091537581549,0.49085182809534156,False,21.0,298.3812733487127,11.39675545090326,1196_BNG_pharynx,1000000,11,11000000,black-box
176,*GP-GOMEA,1196_BNG_pharynx,13879.5,15741.132279634476,41.0,93653.78049663897,229.67679683976985,0.4643157860698072,4.37253674434291,0.4643157860698072,False,21.0,306.02905171999436,11.447370752983067,1196_BNG_pharynx,1000000,11,11000000,black-box
177,*ITEA,1196_BNG_pharynx,13879.5,61372.400480508804,147.5,89556.77599791593,222.66706561187567,0.48687905179102436,17.047889022363556,0.48687905179102436,False,21.0,299.260381604241,11.402639237866573,1196_BNG_pharynx,1000000,11,11000000,black-box
178,KernelRidge,1196_BNG_pharynx,13879.5,478.8649104833603,10000.0,91343.67357317782,225.71250847725128,0.47684881729905015,0.13301803068982232,0.47684881729905015,False,21.0,302.231159169894,11.42239525220446,1196_BNG_pharynx,1000000,11,11000000,black-box
179,LGBM,1196_BNG_pharynx,13879.5,88.88153433799744,7750.0,89280.43341076672,223.3056582058297,0.4887197129067512,0.02468931509388818,0.4887197129067512,False,21.0,298.7983156089852,11.399548832714377,1196_BNG_pharynx,1000000,11,11000000,black-box
180,Linear,1196_BNG_pharynx,13879.5,0.4353436231613159,10.0,100452.77522283091,241.5952620242622,0.4249572276077563,0.00012092878421147665,0.4249572276077563,False,21.0,316.94285797731885,11.517452952641193,1196_BNG_pharynx,1000000,11,11000000,black-box
181,MLP,1196_BNG_pharynx,13879.5,120.6675728559494,2402.0,92445.47715417558,227.93663270392574,0.47054820606847236,0.03351877023776372,0.47054820606847236,False,21.0,304.0484782961026,11.434385130671995,1196_BNG_pharynx,1000000,11,11000000,black-box
182,*MRGP,1196_BNG_pharynx,13879.5,312071.78008008003,33054.5,94513.89651324929,224.70034005834054,0.4580030264626542,86.68660557780001,0.4580030264626542,False,21.0,307.4311248283903,11.456512736119572,1196_BNG_pharynx,1000000,11,11000000,black-box
183,*Operon,1196_BNG_pharynx,13879.5,18878.299521803856,92.0,90551.6393086827,224.52441575389452,0.48135312743891184,5.24397208938996,0.48135312743891184,False,21.0,300.91799432516945,11.413686610415025,1196_BNG_pharynx,1000000,11,11000000,black-box
184,RandomForest,1196_BNG_pharynx,13879.5,176.2222992181778,12589322.0,96462.67196428237,228.88014482877009,0.44751464057548235,0.04895063867171605,0.44751464057548235,False,21.0,310.5844039295637,11.476921760120925,1196_BNG_pharynx,1000000,11,11000000,black-box
185,*SBP-GP,1196_BNG_pharynx,13879.5,294213.3914051056,366.0,89074.97338188309,222.05598972597915,0.4887351235466394,81.72594205697376,0.4887351235466394,False,21.0,298.4543070251845,11.397244918080714,1196_BNG_pharynx,1000000,11,11000000,black-box
186,XGB,1196_BNG_pharynx,13879.5,330.06349897384644,29620.0,88769.61508051486,225.50119843762965,0.4915892090993884,0.0916843052705129,0.4915892090993884,False,21.0,297.94230159632394,11.393810962961588,1196_BNG_pharynx,1000000,11,11000000,black-box
187,*gplearn,1196_BNG_pharynx,13879.5,29696.792485952377,9.0,109891.0412493374,242.45915003180468,0.3698409341460894,8.249109023875661,0.3698409341460894,False,21.0,331.4981768416493,11.607253719655995,1196_BNG_pharynx,1000000,11,11000000,black-box
188,*AFP,1199_BNG_echoMonths,13879.5,31034.707318544388,23.0,144.5029587327167,9.36228348536125,0.4304775006962064,8.620752032928998,0.4304775006962064,False,21.0,12.020938346598268,4.980196421337556,1199_BNG_echoMonths,17496,10,174960,black-box
189,*AFP_FE,1199_BNG_echoMonths,13879.5,30603.866172909737,34.5,142.89323281481717,9.372190248848614,0.42830664315433037,8.50107393691937,0.42830664315433037,False,21.0,11.953795749251247,4.969071585788332,1199_BNG_echoMonths,17496,10,174960,black-box
190,*AIFeynman,1199_BNG_echoMonths,13879.5,8737.483479499817,4.0,394.44600659350533,16.35983636925924,-0.5820679617345612,2.4270787443055046,0.0,False,21.0,19.860664807440493,5.980014258529067,1199_BNG_echoMonths,17496,10,174960,black-box
